id,internationalName,countryName,countryCode,age,birthDate,clubId,clubJerseyNumber,clubShirtName,countryOfBirthCode,detailedFieldPosition,fieldPosition,gender,imageUrl,nationalFieldPosition,nationalJerseyNumber,nationalShirtName,nationalTeamId,height,weight,club_name,club_name_short,club_countryCode,goals,goals_scored_with_right,goals_scored_with_left,goals_scored_head,goals_scored_other,goals_scored_inside_penalty_area,goals_scored_outside_penalty_area,penalty_scored,matches_appearance,distance_covered,minutes_played_official,assists,top_speed,attempts,attempts_on_target,attempts_off_target,attempts_blocked,passes_accuracy,passes_attempted,passes_completed,cross_accuracy,cross_attempted,cross_completed,free_kick,corners,offsides,dribbling,recovered_ball,tackles,clearance_attempted,saves,goals_conceded,saves_on_penalty,clean_sheet,punches,fouls_committed,fouls_suffered,yellow_cards,red_cards
250077679,Timi Elšnik,Slovenia,SVN,26,1998-04-29,53081,10,Elšnik,SVN,UNKNOWN,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250077679.jpg,MIDFIELDER,10,Elšnik,57163,NA,NA,NK Olimpija Ljubljana,Olimpija Ljubljana,SVN,0,0,0,0,0,0,0,0,4,44.33,359,1,34.4,3,0,2,1,77.25,117,91,75,4,3,2,0,0,4,21,7,5,0,0,0,3,0,4,3,0,0
250077670,Jan Mlakar,Slovenia,SVN,25,1998-10-23,2604002,29,MLAKAR,SVN,STRIKER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250077670.jpg,FORWARD,17,Mlakar,57163,NA,NA,AC Pisa,Pisa,ITA,0,0,0,0,0,0,0,0,4,38.42,299,0,32.3,2,1,1,0,62.5,58,36,50,2,1,0,0,0,1,4,2,10,0,0,0,3,0,3,1,0,0
250076743,Gianluca Scamacca,Italy,ITA,25,1999-01-01,52816,90,Scamacca,ITA,UNKNOWN,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076743.jpg,FORWARD,9,Scamacca,66,NA,NA,Atalanta BC,Atalanta,ITA,0,0,0,0,0,0,0,0,4,28.31,252,0,33.21,6,1,3,2,69.5,49,35,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,2,2,0,0
250076357,Trent Alexander-Arnold,England,ENG,25,1998-10-07,7889,66,Alexander-Arnold,NA,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076357.jpg,DEFENDER,8,Alexander-Arnold,39,NA,NA,Liverpool FC,Liverpool,ENG,0,0,0,0,0,0,0,0,4,17.21,134,0,32,4,1,2,1,87,100,86,25,4,1,3,1,0,3,7,0,2,0,0,0,3,0,1,3,0,0
250076025,Orel Mangala,Belgium,BEL,26,1998-03-18,5312,16,,BEL,NA,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076025.jpg,MIDFIELDER,18,Mangala,13,NA,NA,Olympique Lyonnais,Lyon,FRA,0,0,0,0,0,0,0,0,4,17.13,130,0,29.5,0,0,0,0,97.5,69,67,0,0,0,1,0,0,0,6,5,1,0,0,0,2,0,4,2,2,0
250070182,Joachim Andersen,Denmark,DEN,28,1996-05-31,52916,3,ANDERSEN,DEN,NA,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250070182.jpg,DEFENDER,2,Andersen,35,NA,NA,Crystal Palace FC,Crystal Palace,ENG,0,0,0,0,0,0,0,0,4,39.77,360,0,31.1,3,0,3,0,86.75,286,248,20,5,1,4,0,0,1,23,8,9,0,0,0,1,0,8,0,1,0
250070130,Lorenzo Pellegrini,Italy,ITA,28,1996-06-19,50137,7,Pellegrini,ITA,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250070130.jpg,MIDFIELDER,10,Pellegrini,66,186,77,AS Roma,Roma,ITA,0,0,0,0,0,0,0,0,4,27.55,220,1,31.3,7,1,6,0,90.25,103,94,40,5,2,2,4,0,1,9,6,1,0,0,0,2,0,3,4,1,0
250068805,Marcus Thuram,France,FRA,26,1997-08-06,50138,9,Thuram,NA,WINGER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250068805.jpg,FORWARD,15,Thuram,43,NA,NA,FC Internazionale Milano,Inter,ITA,0,0,0,0,0,0,0,0,4,29.9,261,0,34,12,2,9,1,85.25,54,46,0,0,0,0,0,2,9,6,0,3,0,0,0,4,0,3,4,0,0
250067295,João Palhinha,Portugal,POR,29,1995-07-09,75386,6,J. Palhinha,NA,DEFENSIVE_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250067295.jpg,MIDFIELDER,6,J. Palhinha,110,189,NA,Fulham FC,Fulham,ENG,0,0,0,0,0,0,0,0,4,36.16,299,0,33.1,5,2,3,0,92.25,187,168,0,0,0,3,0,0,1,20,16,5,0,0,0,3,0,6,6,2,0
250066739,Nicolò Barella,Italy,ITA,27,1997-02-07,50138,23,Barella,ITA,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066739.jpg,MIDFIELDER,18,Barella,66,NA,NA,FC Internazionale Milano,Inter,ITA,1,1,0,0,0,0,1,0,4,44.99,333,0,32.1,1,1,0,0,91.5,259,243,33.34,3,1,2,0,1,3,13,8,1,0,0,0,0,0,5,2,1,0
250066522,Wout Faes,Belgium,BEL,26,1998-04-03,53577,2,FAES,BEL,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066522.jpg,DEFENDER,4,Faes,13,NA,NA,Leicester City FC,Leicester,ENG,0,0,0,0,0,0,0,0,4,39.03,360,0,32.8,0,0,0,0,89.5,278,248,0,0,0,2,0,0,1,18,9,11,0,0,0,2,0,4,2,1,0
250065419,Stefan Posch,Austria,AUT,27,1997-05-14,52969,38,Posch,AUT,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065419.jpg,DEFENDER,5,Posch,8,NA,NA,Bologna FC,Bologna,ITA,0,0,0,0,0,0,0,0,4,44.15,360,1,31.6,7,3,2,2,80.25,156,126,42.86,14,6,3,0,0,3,25,9,9,0,0,0,0,0,10,3,1,0
250065413,Konrad Laimer,Austria,AUT,27,1997-05-27,50037,27,Laimer,AUT,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065413.jpg,MIDFIELDER,20,Laimer,8,179,NA,FC Bayern München,Bayern,GER,0,0,0,0,0,0,0,0,4,33.28,271,0,33.4,2,0,2,0,88.75,126,113,0,2,0,2,0,0,4,7,3,2,0,0,0,0,0,5,1,1,0
250064558,Patrick Pentz,Austria,AUT,27,1997-01-02,50021,28,Pentz,AUT,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064558.jpg,GOALKEEPER,13,Pentz,8,182,81,Brøndby IF,Brøndby,DEN,0,0,0,0,0,0,0,0,4,23.61,360,0,27.3,0,0,0,0,86,144,122,0,0,0,7,0,0,0,0,1,3,7,6,0,0,1,0,1,0,0
250064229,Giovanni Di Lorenzo,Italy,ITA,30,1993-08-04,50136,22,Di Lorenzo,ITA,FULL_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064229.jpg,DEFENDER,2,Di Lorenzo,66,NA,NA,SSC Napoli,Napoli,ITA,0,0,0,0,0,0,0,0,4,43.78,360,0,31.9,2,0,0,2,87.25,287,254,0,2,0,14,0,1,0,12,10,7,0,0,0,0,0,4,6,0,0
250060872,Florin Niță,Romania,ROU,37,1987-07-03,2603043,1,Niţă,NA,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250060872.jpg,GOALKEEPER,1,Niţă,113,185,76,Gaziantep FK,Gaziantep,TUR,0,0,0,0,0,0,0,0,4,22.93,360,0,26.2,0,0,0,0,59.25,142,84,0,0,0,18,0,0,0,0,0,3,16,6,0,1,4,0,0,0,0
250059115,Bernardo Silva,Portugal,POR,29,1994-08-10,52919,20,Bernardo,POR,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250059115.jpg,MIDFIELDER,10,Bernardo,110,173,64,Manchester City,Man City,ENG,1,0,1,0,0,1,0,0,4,55.58,420,0,31.4,7,2,2,3,93,249,233,8.34,12,1,5,7,1,7,5,1,3,0,0,0,3,0,0,4,0,0
250058949,Timothy Castagne,Belgium,BEL,28,1995-12-05,75386,27,Castagne,BEL,FULL_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058949.jpg,DEFENDER,21,Castagne,13,NA,NA,Fulham FC,Fulham,ENG,0,0,0,0,0,0,0,0,4,45.51,358,0,33.3,0,0,0,0,85.75,185,159,0,5,0,4,0,0,3,16,2,10,0,0,0,2,0,2,0,0,0
250058731,Denis Vavro,Slovakia,SVK,28,1996-04-10,52709,3,Vavro,SVK,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058731.jpg,DEFENDER,3,Vavro,58836,NA,NA,F.C. Copenhagen,Copenhagen,DEN,0,0,0,0,0,0,0,0,4,44.14,390,0,32.71,3,0,2,1,82.5,249,206,0,3,0,5,0,1,1,20,1,18,0,0,0,1,0,1,2,1,0
250058722,Lukáš Haraslín,Slovakia,SVK,28,1996-05-26,50033,22,Haraslín,SVK,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058722.jpg,FORWARD,17,Haraslín,58836,NA,NA,AC Sparta Praha,Sparta Praha,CZE,0,0,0,0,0,0,0,0,4,29.75,268,1,32.5,8,4,2,2,76.25,61,48,50,10,5,3,6,1,8,6,3,2,0,0,0,2,0,2,6,0,0
250058220,Rúben Dias,Portugal,POR,27,1997-05-14,52919,3,Rúben,POR,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058220.jpg,DEFENDER,4,Ruben Dias,110,NA,NA,Manchester City,Man City,ENG,0,0,0,0,0,0,0,0,4,50.81,420,0,31.5,2,0,1,1,94,400,376,33.34,3,1,9,0,1,2,17,0,11,0,0,0,3,0,2,0,0,0
250055982,Stanislav Lobotka,Slovakia,SVK,29,1994-11-25,50136,68,Lobotka,SVK,DEFENSIVE_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055982.jpg,MIDFIELDER,22,Lobotka,58836,170,68,SSC Napoli,Napoli,ITA,0,0,0,0,0,0,0,0,4,50.04,390,0,32.9,1,1,0,0,94,244,230,0,0,0,6,0,0,4,25,4,8,0,0,0,1,0,1,6,0,0
250055981,Ondrej Duda,Slovakia,SVK,29,1994-12-05,52301,18,Duda,SVK,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055981.jpg,MIDFIELDER,8,Duda,58836,181,74,Hellas Verona FC,Verona,ITA,1,0,0,1,0,1,0,0,4,40.13,319,0,30.3,2,1,1,0,85,163,138,12.5,8,1,2,6,0,3,10,12,3,0,0,0,2,0,9,6,1,0
250055660,Jonathan Tah,Germany,GER,28,1996-02-11,50109,4,Tah,GER,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055660.jpg,DEFENDER,4,Tah,47,192,92,Bayer 04 Leverkusen,Leverkusen,GER,0,0,0,0,0,0,0,0,4,36.39,321,0,33.9,1,0,0,1,93.25,282,267,0,0,0,5,0,1,0,20,6,10,0,0,0,1,0,6,1,2,0
250055294,Răzvan Marin,Romania,ROU,28,1996-05-23,64107,18,Marin,NA,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055294.jpg,MIDFIELDER,18,R. Marin,113,177,70,Empoli FC,Empoli,ITA,2,2,0,0,0,1,1,1,4,43.27,356,0,32.4,6,3,3,0,79.75,109,88,0,5,0,5,1,1,3,6,4,3,0,0,0,1,0,3,3,1,0
250055271,Rúben Neves,Portugal,POR,27,1997-03-13,2604677,8,Neves,POR,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055271.jpg,MIDFIELDER,18,R. Neves,110,180,72,Al-Hilal FC,Al-Hilal,KSA,0,0,0,0,0,0,0,0,4,17.39,124,0,31.1,2,0,2,0,93,97,89,12.5,8,1,2,6,0,1,4,3,0,0,0,0,3,0,3,0,1,0
250054969,Jon Gorenc Stanković,Slovenia,SVN,28,1996-01-14,50111,4,Stanković,NA,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250054969.jpg,DEFENDER,5,G. Stanković,57163,NA,NA,SK Sturm Graz,Sturm Graz,AUT,0,0,0,0,0,0,0,0,4,13.79,91,0,29.6,1,0,1,0,85,22,17,0,0,0,0,0,0,0,5,2,2,0,0,0,3,0,1,1,1,0
250050391,Andraž Šporar,Slovenia,SVN,30,1994-02-27,50084,9,Šporar,NA,STRIKER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250050391.jpg,FORWARD,9,Šporar,57163,180,74,Panathinaikos FC,Panathinaikos,GRE,0,0,0,0,0,0,0,0,4,37.71,339,0,32,7,1,3,3,72.25,65,47,20,5,1,0,0,4,3,4,1,4,0,0,0,2,0,2,6,0,0
250050098,Petar Stojanović,Slovenia,SVN,28,1995-10-07,50089,30,G.Stanković,SVN,FULL_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250050098.jpg,DEFENDER,20,Stojanović,57163,178,73,UC Sampdoria,Sampdoria,ITA,0,0,0,0,0,0,0,0,4,39.05,320,0,31.2,0,0,0,0,74.75,106,79,50,2,1,2,0,0,11,9,11,4,0,0,0,3,0,3,2,1,0
250047090,Lasha Dvali,Georgia,GEO,29,1995-05-14,50118,5,Dvali,GEO,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047090.jpg,DEFENDER,3,Dvali,57157,NA,NA,APOEL FC,APOEL,CYP,0,0,0,0,0,0,0,0,4,40.21,360,0,29,0,0,0,0,89,131,118,0,0,0,6,0,0,0,23,7,25,0,0,0,1,0,2,0,0,0
250043129,Abdülkerim Bardakcı,Türkiye,TUR,29,1994-09-07,50067,42,ABDÜLKERİM,NA,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250043129.jpg,DEFENDER,14,ABDÜLKERİM,135,190,81,Galatasaray A.Ş.,Galatasaray,TUR,0,0,0,0,0,0,0,0,4,41.79,360,0,31.2,2,0,2,0,89,203,182,100,1,1,5,0,0,1,19,6,21,0,0,0,0,0,3,1,2,0
250042877,Silvan Widmer,Switzerland,SUI,31,1993-03-05,70853,5,WIDMER,NA,WINGER,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042877.jpg,DEFENDER,3,Widmer,128,183,81,1. FSV Mainz 05,Mainz,GER,0,0,0,0,0,0,0,0,4,35.93,301,0,33.21,2,0,2,0,78.75,89,70,0,4,0,1,0,2,0,10,4,6,0,0,0,0,0,5,1,3,0
250041718,Andreas  Christensen,Denmark,DEN,28,1996-04-10,50080,15,Christensen,DEN,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041718.jpg,DEFENDER,6,Christensen,35,188,74,FC Barcelona,Barcelona,ESP,0,0,0,0,0,0,0,0,4,35.55,351,0,33.71,4,0,3,1,94.25,232,221,0,0,0,2,0,0,0,25,6,12,0,0,0,1,0,2,3,0,0
250041706,Florian Grillitsch,Austria,AUT,28,1995-08-07,2600431,21,Grillitsch,AUT,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041706.jpg,MIDFIELDER,10,Grillitsch,8,NA,NA,TSG 1899 Hoffenheim,Hoffenheim,GER,0,0,0,0,0,0,0,0,4,24.86,192,1,30.8,5,2,1,2,86.75,161,139,100,1,1,3,0,0,1,8,4,0,0,0,0,1,0,2,3,0,0
250041563,Milan Škriniar,Slovakia,SVK,29,1995-02-11,52747,37,Škriniar,SVK,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041563.jpg,DEFENDER,14,Škriniar,58836,187,80,Paris Saint-Germain,Paris,FRA,0,0,0,0,0,0,0,0,4,44.02,390,0,30.9,3,0,1,2,93,277,257,0,0,0,13,0,0,1,24,1,15,0,0,0,1,0,3,7,1,0
250041121,Otar Kakabadze,Georgia,GEO,29,1995-06-27,88133,2,Kakabadze,GEO,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041121.jpg,DEFENDER,2,Kakabadze,57157,185,76,Cracovia,Cracovia,POL,0,0,0,0,0,0,0,0,4,42.93,360,1,32.21,1,0,0,1,70,125,89,50,6,3,2,0,0,7,24,10,6,0,0,0,1,0,3,4,0,0
250040959,Yannick Carrasco,Belgium,BEL,30,1993-09-04,2609227,21,CARRASCO,BEL,WINGER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250040959.jpg,FORWARD,11,Carrasco,13,180,67,Al-Shabab FC,Al-Shabab FC,KSA,0,0,0,0,0,0,0,0,4,27.52,218,0,32.1,6,1,0,5,86.5,90,80,0,3,0,1,0,1,4,4,1,2,0,0,0,2,0,2,1,0,0
250035735,Nicolae Stanciu,Romania,ROU,31,1993-05-07,2613157,7,Stanciu,NA,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250035735.jpg,MIDFIELDER,21,Stanciu,113,170,69,Damac FC,Damac FC,KSA,1,1,0,0,0,0,1,0,4,45.42,355,0,30.1,5,2,2,1,76,110,84,40,5,2,5,5,0,2,9,2,4,0,0,0,1,0,2,4,1,0
250026986,Pierre-Emile Højbjerg,Denmark,DEN,28,1995-08-05,1652,5,Hojbjerg,NA,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250026986.jpg,MIDFIELDER,23,Højbjerg,35,187,84,Tottenham Hotspur FC,Tottenham,ENG,0,0,0,0,0,0,0,0,4,41.21,353,0,32.21,7,4,1,2,90.5,300,271,0,3,0,7,0,0,4,25,15,6,0,0,0,1,0,5,4,0,0
250024746,João Cancelo,Portugal,POR,30,1994-05-27,50080,7,João Cancelo,POR,FULL_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024746.jpg,DEFENDER,20,João Cancelo,110,NA,NA,FC Barcelona,Barcelona,ESP,0,0,0,0,0,0,0,0,4,41.46,348,0,34.4,2,0,1,1,87.5,225,197,30,10,3,0,0,0,20,16,3,7,0,0,0,3,0,1,5,1,0
250024349,Marcel Sabitzer,Austria,AUT,30,1994-03-17,52758,20,Sabitzer,AUT,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024349.jpg,MIDFIELDER,9,Sabitzer,8,177,74,Borussia Dortmund,Dortmund,GER,1,1,0,0,0,1,0,0,4,43.93,360,0,33.21,12,3,2,7,75,147,110,20,30,6,6,13,1,4,11,3,1,0,0,0,0,0,1,2,0,0
250023832,Michael Gregoritsch,Austria,AUT,30,1994-04-18,59880,38,Gregoritsch,AUT,UNKNOWN,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023832.jpg,FORWARD,11,Gregoritsch,8,193,87,SC Freiburg,Freiburg,GER,1,0,1,0,0,1,0,0,4,15.1,125,0,31.2,4,2,1,1,75.75,31,23,100,1,1,0,0,0,0,1,2,0,0,0,0,2,0,4,0,0,0
250023708,Jannik Vestergaard,Denmark,DEN,31,1992-08-03,53577,23,Vestergaard,DEN,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023708.jpg,DEFENDER,3,Vestergaard,35,199,98,Leicester City FC,Leicester,ENG,0,0,0,0,0,0,0,0,4,36.94,360,0,29.2,4,2,1,1,95,257,244,0,0,0,4,0,0,0,28,5,11,0,0,0,1,0,4,3,1,0
250022869,Yussuf Poulsen,Denmark,DEN,30,1994-06-15,2603790,9,Poulsen,DEN,STRIKER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250022869.jpg,FORWARD,20,Yurary,35,193,78,RB Leipzig,Leipzig,GER,0,0,0,0,0,0,0,0,4,8.74,53,0,31.6,0,0,0,0,61.75,19,12,0,1,0,0,0,0,3,1,2,0,0,0,0,4,0,3,0,0,0
250022829,Hakan Çalhanoğlu,Türkiye,TUR,30,1994-02-08,50138,20,Çalhanoğlu,GER,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250022829.jpg,MIDFIELDER,10,ÇALHANOĞLU,135,176,76,FC Internazionale Milano,Inter,ITA,1,1,0,0,0,1,0,0,4,43.82,356,0,31.2,9,2,2,5,93.25,247,230,16.67,18,3,10,13,1,1,12,8,6,0,0,0,0,0,7,3,2,0
250020851,Olivier Giroud,France,FRA,37,1986-09-30,50058,9,Giroud,FRA,STRIKER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250020851.jpg,FORWARD,9,Giroud,43,192,88,AC Milan,Milan,ITA,0,0,0,0,0,0,0,0,4,8.45,56,0,30.1,2,0,0,2,46,13,8,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,2,0,0
250017824,Emre Can,Germany,GER,30,1994-01-12,52758,23,Can,GER,DEFENSIVE_MIDFIELDER,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250017824.jpg,MIDFIELDER,25,Can,47,184,82,Borussia Dortmund,Dortmund,GER,1,1,0,0,0,0,1,0,4,13.23,99,0,32.1,1,1,0,0,94.25,70,66,0,0,0,2,0,0,0,4,2,2,0,0,0,3,0,2,2,0,0
250012660,Ivan Schranz,Slovakia,SVK,30,1993-09-13,52498,26,Schranz,SVK,UNKNOWN,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250012660.jpg,FORWARD,26,Schranz,58836,NA,NA,SK Slavia Praha,Slavia Praha,CZE,3,2,0,1,0,3,0,0,4,38.01,334,0,31.6,5,4,0,1,78.25,79,62,0,4,0,0,0,1,2,4,0,5,0,0,0,2,0,6,2,1,0
250012069,Jan Oblak,Slovenia,SVN,31,1993-01-07,50124,13,OBLAK,SVN,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250012069.jpg,GOALKEEPER,1,Oblak,57163,186,87,Club Atlético de Madrid,Atlético de Madrid,ESP,0,0,0,0,0,0,0,0,4,21.95,390,0,22.8,0,0,0,0,65.5,122,77,0,0,0,17,0,0,0,0,0,1,14,2,1,2,6,0,2,0,0
250010802,Romelu Lukaku,Belgium,BEL,31,1993-05-13,50137,90,Lukaku,NA,STRIKER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250010802.jpg,FORWARD,10,Lukaku,13,190,93,AS Roma,Roma,ITA,0,0,0,0,0,0,0,0,4,33.99,359,1,33.5,11,8,1,2,69.75,57,40,0,0,0,0,0,3,6,1,0,3,0,0,0,2,0,2,2,0,0
250008901,Kevin De Bruyne,Belgium,BEL,33,1991-06-28,52919,17,De Bruyne,BEL,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250008901.jpg,MIDFIELDER,7,De Bruyne,13,181,68,Manchester City,Man City,ENG,1,1,0,0,0,1,0,0,4,45.45,360,0,32,10,6,3,1,81.25,205,166,20,20,4,10,20,2,11,8,2,2,0,0,0,2,0,5,6,0,0
250003911,Koen Casteels,Belgium,BEL,32,1992-06-25,64332,1,Casteels,BEL,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250003911.jpg,GOALKEEPER,1,Casteels,13,197,86,VfL Wolfsburg,Wolfsburg,GER,0,0,0,0,0,0,0,0,4,21.87,360,1,26.7,0,0,0,0,84.5,140,119,0,0,0,5,0,0,0,0,0,2,14,2,0,2,0,0,0,0,0
1905884,Christian Eriksen,Denmark,DEN,32,1992-02-14,52682,14,Eriksen,NA,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1905884.jpg,MIDFIELDER,10,Eriksen,35,175,65,Manchester United,Man United,ENG,1,1,0,0,0,1,0,0,4,44.89,350,0,30.5,12,2,3,7,80,207,165,36.67,30,11,11,26,1,4,11,2,0,0,0,0,1,0,0,4,0,0
1905643,Juraj Kucka,Slovakia,SVK,37,1987-02-26,52797,33,Kuco,SVK,DEFENSIVE_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1905643.jpg,MIDFIELDER,19,Kuco,58836,186,86,ŠK Slovan Bratislava,Slovan Bratislava,SVK,0,0,0,0,0,0,0,0,4,44.56,351,2,31.8,8,2,5,1,75.75,121,94,100,2,2,1,0,0,2,8,9,2,0,0,0,2,0,6,3,1,0
1904029,Martin Dúbravka,Slovakia,SVK,35,1989-01-15,59324,1,Dúbravka,SVK,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1904029.jpg,GOALKEEPER,1,Dúbravka,58836,190,83,Newcastle United FC,Newcastle,ENG,0,0,0,0,0,0,0,0,4,22.23,390,0,28.8,0,0,0,0,69.5,155,107,0,0,0,16,0,0,0,0,0,3,12,5,0,1,8,0,1,0,0
1903428,Marko Arnautović,Austria,AUT,35,1989-04-19,50138,8,Arnautović,NA,WINGER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1903428.jpg,FORWARD,7,Arnautovic,8,192,83,FC Internazionale Milano,Inter,ITA,1,1,0,0,0,1,0,1,4,30.89,280,0,32.4,4,3,0,1,68.25,53,38,0,1,0,1,0,3,1,0,1,2,0,0,0,1,0,6,6,1,0
1900122,Nacho,Spain,ESP,34,1990-01-18,50051,6,NACHO,ESP,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1900122.jpg,DEFENDER,4,Nacho,122,179,75,Real Madrid CF,Real Madrid,ESP,0,0,0,0,0,0,0,0,4,27.75,262,0,31.9,0,0,0,0,95.25,128,121,0,0,0,10,0,0,2,8,1,11,0,0,0,2,0,1,3,0,0
104733,Guram Kashia,Georgia,GEO,37,1987-07-04,52797,4,Kashia,GEO,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/104733.jpg,DEFENDER,4,Kashia,57157,185,78,ŠK Slovan Bratislava,Slovan Bratislava,SVK,0,0,0,0,0,0,0,0,4,38.25,360,0,31.9,0,0,0,0,83,114,98,0,0,0,6,0,0,0,27,6,33,0,0,0,1,0,2,1,1,0
103243,Mert Günok,Türkiye,TUR,35,1989-03-01,50157,34,MERT,NA,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/103243.jpg,GOALKEEPER,1,MERT,135,196,92,Beşiktaş JK,Beşiktaş,TUR,0,0,0,0,0,0,0,0,4,17.04,360,0,22.4,0,0,0,0,67.75,127,83,0,0,0,18,0,0,0,0,0,1,15,5,0,0,3,0,0,1,0
